Dates,SPX Index,SXXP Index,NKY Index,SHCOMP Index,HSCEI Index,TWSE Index,KOSPI Index,SENSEX Index,MXSO Index,MXMU Index,MXLA Index,G0Q0 Index,G0BC Index,H0A0 Index,IP00 Index,DXY Index,EURUSD curncy,JPYUSD curncy,HKDUSD CURNCY,TWDUSD CURNCY,KRWUSD CURNCY,INRUSD CURNCY,SGDUSD CURNCY,THBUSD CURNCY,MYRUSD CURNCY,IDRUSD CURNCY,PHPUSD CURNCY,RUBUSd CURNCY,TRYUSD CURNCY,BRLUSD CURNCY,MXNUSD CURNCY
2000-01-04,1399.42,362.7,19002.86,1406.371,2082.94,8756.55,1059.04,5491.01,500.85,262.66,1050.57,691.456,116.55,363.043,256.011,100.41,1.0296,0.009685,0.12858,0.03271,0.0891,0.02299,0.6039,0.02686,0.2632,0.14035,0.02514,0.03636,1.86324,0.5403,0.10448
2000-01-05,1402.11,353.74,18542.55,1409.682,1956.58,8849.87,986.31,5357.0,471.54,254.64,1064.78,688.338,116.13,362.306,256.462,100.38,1.0321,0.009604,0.12857,0.0325,0.08814,0.02299,0.6034,0.02695,0.2632,0.13995,0.02491,0.03669,1.86322,0.5438,0.10521
2000-01-06,1403.45,352.21,18168.27,1463.942,1904.21,8922.03,960.79,5421.53,459.33,252.57,1057.7,690.609,115.976,362.421,255.387,100.48,1.0328,0.009503,0.12857,0.03241,0.08724,0.02297,0.6008,0.0266,0.2632,0.1384,0.02466,0.03642,1.86532,0.543,0.10438
2000-01-07,1441.47,359.75,18193.41,1516.604,2004.52,8845.47,948.65,5414.48,471.49,251.83,1089.29,692.398,115.914,362.458,257.078,100.72,1.0295,0.009493,0.12858,0.03242,0.08791,0.02296,0.6019,0.02683,0.2632,0.13956,0.02476,0.03642,1.85357,0.5474,0.1055
2000-01-10,1457.6,365.39,18193.41,1545.112,2061.01,9102.6,987.24,5518.39,476.78,253.57,1128.88,691.116,115.96,362.725,257.01,100.99,1.0256,0.009514,0.12856,0.03244,0.08824,0.02297,0.6019,0.02684,0.2632,0.13937,0.02483,0.03552,1.84809,0.551,0.10582
2000-01-11,1438.56,362.93,18850.92,1479.781,1996.31,8927.03,981.33,5296.3,469.52,250.09,1103.24,688.113,115.637,362.404,255.289,100.56,1.0336,0.009437,0.12856,0.03245,0.08726,0.02296,0.5992,0.02654,0.2632,0.13708,0.02459,0.03496,1.8504800000000001,0.5487,0.10512
2000-01-12,1432.25,362.92,18677.42,1438.02,1972.95,9144.65,955.01,5491.2,473.36,252.49,1102.51,687.366,115.437,362.292,254.338,100.62,1.0309,0.009451,0.12856,0.03244,0.08739,0.02296,0.599,0.02665,0.2632,0.13821,0.02461,0.03478,1.8501400000000001,0.5471,0.10482
2000-01-13,1449.68,364.83,18833.29,1424.442,1928.83,9107.19,951.05,5444.82,467.57,259.33,1141.97,690.761,115.642,362.354,255.747,101.0,1.0258,0.009423,0.12856,0.03243,0.08808,0.02296,0.5992,0.0267,0.2632,0.1384,0.02463,0.03489,1.84349,0.5515,0.10553
2000-01-14,1465.15,373.63,18956.55,1408.848,1897.91,9023.24,948.03,5471.27,470.67,265.66,1166.37,689.329,115.235,362.33,255.076,101.72,1.0122,0.009446,0.12856,0.03189,0.08946,0.02297,0.5971,0.0267,0.2632,0.14039,0.02464,0.03489,1.8205,0.5543,0.1054
2000-01-17,1465.15,376.21,19437.23,1433.33,1877.81,9315.43,983.27,5404.07,467.08,263.8,1184.6,689.698,115.437,362.593,254.93,101.77,1.0122,0.009534,0.12859,0.03241,0.08924,0.02297,0.597,0.0267,0.2632,0.13745,0.02472,0.03488,1.82842,0.5573,0.1046
2000-01-18,1455.14,368.3,19196.57,1426.623,1870.25,9250.19,981.53,5464.51,464.85,266.25,1171.97,688.051,115.135,362.159,255.002,101.86,1.0137,0.009462,0.12855,0.03243,0.08877,0.02297,0.5972,0.02678,0.2632,0.13745,0.02463,0.03493,1.82815,0.5579,0.10729
2000-01-19,1455.9,366.58,18897.75,1440.724,1858.96,9151.44,938.78,5478.24,453.22,256.17,1152.36,689.122,115.187,362.242,255.354,101.76,1.0133,0.009496,0.12855,0.03243,0.08822,0.02295,0.5967,0.02676,0.2632,0.13627,0.02457,0.03502,1.82715,0.5584,0.10621
2000-01-20,1445.57,365.64,19008.01,1466.863,1825.65,9136.95,945.9,5355.8,462.28,257.34,1135.89,688.373,115.206,362.069,255.167,101.36,1.0168,0.009484,0.12856,0.03244,0.08884,0.02293,0.5977,0.02683,0.2632,0.13745,0.0246,0.03502,1.82715,0.5612,0.10599
2000-01-21,1441.36,364.63,18878.09,1465.085,1837.07,9255.94,925.16,5423.05,453.88,255.63,1121.8,688.951,115.369,362.588,255.909,101.81,1.0098,0.009555,0.12855,0.03245,0.08869,0.02295,0.5953,0.02687,0.2632,0.13633,0.02463,0.03505,1.82055,0.5687,0.10563
2000-01-24,1401.53,366.45,19056.71,1477.344,1854.31,9387.07,926.77,5458.06,447.26,255.21,1116.36,691.603,115.492,362.939,255.646,102.2,1.0072,0.009475,0.12855,0.03245,0.08885,0.02291,0.5939,0.02683,0.2632,0.13633,0.0247,0.03508,1.8134000000000001,0.5639,0.10492
2000-01-25,1410.03,360.18,18895.53,1476.506,1863.56,9372.37,891.22,5367.79,440.16,248.37,1113.03,691.864,115.635,363.146,255.584,102.41,1.0009,0.009432,0.12854,0.03246,0.08873,0.02293,0.5927,0.02681,0.2632,0.13596,0.02472,0.03503,1.81324,0.5623,0.10489
2000-01-26,1404.09,364.28,19111.19,1481.117,1869.51,9581.96,885.54,5367.79,439.31,249.26,1119.5,692.96,115.544,362.963,255.615,102.44,1.0019,0.00946,0.12853,0.03248,0.08869,0.02294,0.5901,0.02667,0.2632,0.13395,0.02469,0.03495,1.81143,0.5622,0.10517
2000-01-27,1398.56,369.06,19209.72,1506.767,1825.44,9628.98,909.23,5369.1,447.22,250.65,1113.87,693.843,115.495,363.041,254.821,103.17,0.9882,0.009509,0.12853,0.03249,0.08877,0.02294,0.5912,0.02673,0.2632,0.13477,0.02475,0.03499,1.79695,0.5617,0.10479
2000-01-28,1360.16,368.38,19434.78,1534.997,1829.3,9696.91,941.67,5335.8,440.58,249.4,1084.37,695.324,115.151,363.066,253.02,104.48,0.9747,0.009335,0.12853,0.03257,0.08897,0.02291,0.5845,0.02658,0.2632,0.13377,0.02471,0.03492,1.78971,0.5559,0.1043
2000-01-31,1394.46,360.93,19539.7,1534.997,1820.05,9744.89,943.88,5205.29,435.1,238.82,1068.14,693.764,114.544,362.963,252.54,105.13,0.9707,0.009313,0.12853,0.03258,0.08889,0.02292,0.5874,0.02663,0.2632,0.13431,0.02465,0.03492,1.79115,0.5605,0.10425
2000-02-01,1409.28,366.71,19423.38,1534.997,1754.01,9856.39,928.75,5215.54,432.73,239.41,1078.1,695.319,114.392,363.002,252.83,104.92,0.9711,0.00927,0.12852,0.03259,0.08873,0.02292,0.5888,0.02663,0.2632,0.1336,0.02466,0.035,1.78174,0.5605,0.10425
2000-02-02,1409.12,371.34,19578.91,1534.997,1723.48,9856.39,943.59,5304.92,434.74,239.07,1091.0,696.718,114.34,363.0,253.095,104.79,0.9765,0.009244,0.12854,0.03248,0.08845,0.02293,0.5889,0.02657,0.2632,0.13037,0.02459,0.03482,1.77904,0.5599,0.10481
2000-02-03,1424.97,376.29,19786.42,1534.997,1788.7,9856.39,950.22,5340.19,432.03,244.52,1134.38,700.347,115.071,363.283,255.81,103.8,0.9894,0.009292,0.12852,0.03248,0.08849,0.02292,0.5906,0.02664,0.2632,0.13012,0.02459,0.03473,1.78047,0.5607,0.10537
2000-02-04,1424.37,377.37,19763.13,1534.997,1788.7,9856.39,950.22,5313.59,438.1,250.24,1168.22,698.723,114.921,363.449,257.597,104.29,0.9832,0.009329,0.12852,0.03249,0.08853,0.02292,0.5907,0.02663,0.2632,0.13222,0.02468,0.03473,1.78063,0.5656,0.10588
2000-02-07,1424.24,374.2,19945.43,1534.997,1788.7,9856.39,973.13,5474.0,437.72,250.32,1196.7,696.108,114.259,363.252,258.708,104.64,0.9815,0.009207,0.12851,0.03252,0.08855,0.02291,0.5901,0.02654,0.2632,0.13333,0.02469,0.0348,1.77651,0.5653,0.10613
2000-02-08,1441.72,382.38,19868.88,1534.997,1748.66,9856.39,961.22,5610.56,432.89,254.62,1212.88,698.983,114.464,363.762,260.142,104.22,0.9855,0.009138,0.12853,0.03259,0.08867,0.02291,0.5893,0.02656,0.2632,0.1354,0.0247,0.03478,1.78285,0.5667,0.10637
2000-02-09,1411.7,382.35,20007.77,1534.997,1696.34,10008.88,976.05,5649.1,430.62,255.65,1200.19,696.614,114.404,363.864,260.079,103.5,0.9942,0.009192,0.12853,0.03265,0.089,0.02292,0.5913,0.02664,0.2632,0.13802,0.02467,0.03487,1.78795,0.5654,0.1061
2000-02-10,1416.83,381.61,19710.02,1534.997,1635.03,10057.67,966.18,5789.04,428.65,254.0,1216.84,694.707,114.218,363.685,260.851,104.13,0.9854,0.00916,0.12851,0.03266,0.08897,0.02291,0.5901,0.02673,0.2632,0.13689,0.02476,0.03485,1.78158,0.5659,0.10613
2000-02-11,1387.12,381.41,19710.02,1534.997,1594.08,10128.67,953.22,5933.56,425.42,253.89,1202.06,696.214,114.154,363.728,260.611,104.1,0.9875,0.00919,0.12851,0.03266,0.08917,0.0229,0.5905,0.02672,0.2632,0.13633,0.02473,0.03463,1.77226,0.5655,0.10613
2000-02-14,1389.94,379.14,19556.46,1673.943,1520.73,9971.45,910.87,5924.31,425.02,249.18,1183.43,699.316,114.478,364.101,261.54,104.72,0.9783,0.009182,0.12854,0.03261,0.08869,0.02293,0.5909,0.02668,0.2632,0.13812,0.02475,0.0348,1.77399,0.5643,0.10643
2000-02-15,1402.05,371.3,19367.83,1670.67,1526.81,9957.74,879.7,5803.19,414.54,251.43,1185.78,698.283,114.528,364.198,262.764,104.69,0.9815,0.009157,0.12853,0.03257,0.08873,0.02292,0.5899,0.02665,0.2632,0.13633,0.02472,0.03481,1.7685,0.5631,0.10672
2000-02-16,1387.67,376.12,19599.18,1693.109,1547.22,10064.49,879.5,5725.5,408.77,250.94,1189.0,698.18,114.288,364.108,262.685,104.28,0.9863,0.009139,0.12851,0.03256,0.08873,0.02293,0.5869,0.02655,0.2632,0.13471,0.02469,0.03474,1.77148,0.5637,0.10675
2000-02-17,1388.26,379.95,19791.4,1640.649,1565.29,10202.2,897.52,5835.15,406.74,247.95,1183.9,698.49,114.144,364.008,262.708,104.27,0.9878,0.009045,0.12851,0.03256,0.08861,0.02294,0.5861,0.02644,0.2632,0.13422,0.02464,0.03471,1.77069,0.5647,0.10662
2000-02-18,1346.09,378.76,19789.03,1668.091,1689.39,10096.38,879.14,5721.65,399.1,248.79,1153.59,701.267,114.291,364.168,262.33,104.63,0.9839,0.009011,0.12851,0.03256,0.08853,0.02291,0.5859,0.02625,0.2632,0.13449,0.02459,0.03467,1.7646,0.5628,0.10647
2000-02-21,1346.09,374.48,19543.75,1677.136,1636.85,9912.67,845.32,5876.89,390.0,243.79,1151.44,701.644,114.353,364.431,262.462,104.51,0.9877,0.008988,0.12851,0.03257,0.0883,0.02292,0.586,0.02622,0.2632,0.13404,0.02459,0.03463,1.7683,0.5623,0.1063
2000-02-22,1352.17,371.76,19390.58,1632.294,1566.81,9731.93,850.02,5883.33,382.99,244.96,1134.36,705.34,115.329,364.765,263.149,103.28,1.0038,0.009032,0.1285,0.03247,0.08814,0.02292,0.5855,0.0262,0.2632,0.13413,0.02454,0.03461,1.77762,0.5599,0.10578
2000-02-23,1360.69,376.98,19519.55,1594.93,1568.5,9642.26,880.67,5642.46,390.27,244.39,1158.88,702.711,114.878,364.628,263.887,103.53,1.0036,0.009007,0.1285,0.03248,0.08806,0.02292,0.5837,0.02625,0.2632,0.13449,0.02459,0.0347,1.78071,0.5607,0.10666
2000-02-24,1353.43,377.77,19571.44,1634.309,1534.11,9599.17,867.37,5810.17,386.65,251.71,1158.74,704.902,115.007,364.697,263.86,104.01,0.992,0.00899,0.12849,0.03248,0.08745,0.02291,0.5828,0.02618,0.2632,0.13271,0.0245,0.03479,1.76913,0.5628,0.10646
2000-02-25,1333.36,385.34,19817.88,1631.576,1494.38,9432.49,864.76,5623.08,391.3,248.91,1147.56,704.515,114.675,364.525,263.804,105.26,0.9749,0.009061,0.1285,0.03251,0.08798,0.02293,0.5852,0.02644,0.2632,0.13605,0.02445,0.03483,1.7539099999999999,0.5637,0.10667
2000-02-28,1348.05,381.51,19720.1,1704.855,1429.63,9432.49,819.01,5740.69,383.54,239.3,1141.95,702.531,114.535,364.362,263.13,105.27,0.9709,0.009122,0.1285,0.03252,0.08814,0.02291,0.5819,0.02636,0.2632,0.13395,0.02442,0.03489,1.74322,0.5628,0.10652
2000-02-29,1366.42,386.01,19959.52,1714.578,1454.38,9435.94,828.38,5446.98,380.56,243.43,1149.73,704.072,114.124,363.739,263.743,105.92,0.9642,0.009067,0.12849,0.03254,0.0884,0.02291,0.5802,0.02624,0.2632,0.1344,0.02443,0.03484,1.7410999999999999,0.5661,0.10673
2000-03-01,1379.19,391.03,20081.67,1697.744,1411.0,9689.1,828.38,5642.12,380.62,252.5,1175.06,704.224,114.817,363.719,264.698,104.89,0.9727,0.009332,0.1285,0.03254,0.08865,0.02292,0.5828,0.02629,0.2632,0.13577,0.02443,0.03495,1.74186,0.5672,0.10693
2000-03-02,1381.76,398.98,20065.11,1713.014,1396.2,9543.82,894.66,5528.31,381.62,252.85,1202.15,704.374,114.712,363.559,266.787,105.78,0.9656,0.009283,0.1285,0.03257,0.0893,0.02293,0.5809,0.02632,0.2632,0.13377,0.02443,0.03495,1.74034,0.5693,0.10732
2000-03-03,1409.17,402.57,19927.54,1738.021,1434.8,9588.03,894.83,5378.27,378.0,252.56,1227.54,705.767,114.785,363.763,267.33,106.0,0.9586,0.009268,0.12849,0.03253,0.08893,0.02293,0.5797,0.02631,0.2632,0.13395,0.02446,0.03494,1.73325,0.5731,0.10742
2000-03-06,1391.28,405.5,19796.35,1681.085,1459.29,9367.91,909.33,5520.69,378.96,252.18,1217.16,704.548,114.647,364.047,267.365,106.16,0.9586,0.009301,0.12848,0.03271,0.08901,0.02294,0.5796,0.02626,0.2632,0.13449,0.02446,0.03499,1.7292100000000001,0.573,0.10724
2000-03-07,1355.62,402.62,19944.24,1694.798,1530.24,9380.07,907.34,5589.85,376.98,252.42,1215.23,705.247,114.868,364.421,267.83,106.01,0.9584,0.009418,0.12847,0.03257,0.08905,0.02294,0.5822,0.02628,0.2632,0.1344,0.02432,0.03502,1.72771,0.5732,0.10719
2000-03-08,1366.7,398.35,19766.8,1726.033,1534.98,9389.49,915.94,5511.42,377.68,250.81,1228.01,704.977,114.875,363.998,269.365,105.96,0.961,0.009334,0.12847,0.03256,0.08901,0.02294,0.5838,0.02637,0.2632,0.13431,0.02436,0.03498,1.72295,0.5744,0.10789
2000-03-09,1401.69,399.08,19662.33,1732.346,1517.0,9587.27,884.59,5328.79,381.49,259.42,1236.07,705.667,115.423,364.093,270.692,105.37,0.9669,0.009395,0.12847,0.03257,0.08889,0.02293,0.5856,0.02637,0.2632,0.1355,0.02443,0.03503,1.76196,0.5768,0.10758
2000-03-10,1395.07,402.26,19750.4,1705.049,1514.87,9429.6,891.36,5301.78,387.23,261.0,1218.08,704.264,115.138,363.726,269.682,105.71,0.9637,0.009403,0.12847,0.03257,0.08901,0.02293,0.5868,0.02644,0.2632,0.13596,0.02443,0.03508,1.72563,0.5731,0.10718
2000-03-13,1383.62,392.86,19189.93,1728.875,1540.54,8811.95,854.66,5129.22,377.08,257.16,1190.5,705.265,115.502,363.785,269.057,105.5,0.9642,0.009476,0.12847,0.03257,0.08897,0.02295,0.5856,0.0264,0.2632,0.13413,0.02446,0.03505,1.7298,0.5732,0.1073
2000-03-14,1359.15,393.57,19141.84,1685.347,1577.18,8835.58,846.74,5175.71,380.38,252.86,1173.62,707.659,115.642,363.49,269.022,105.2,0.9686,0.009441,0.12847,0.03258,0.08904,0.02294,0.5848,0.0264,0.2632,0.13444,0.02446,0.03508,1.7216399999999998,0.5755,0.1072
2000-03-15,1392.15,385.36,19078.6,1681.471,1527.68,8640.03,837.53,5249.76,372.35,254.35,1179.0,708.922,115.734,362.623,268.858,105.38,0.9669,0.009463,0.12846,0.03263,0.08905,0.02295,0.5831,0.02625,0.2632,0.1336,0.02442,0.03516,1.72265,0.5749,0.10735
2000-03-16,1458.47,390.38,19253.23,1607.527,1473.06,8682.76,841.22,5102.41,374.44,257.32,1187.8,710.055,115.918,362.426,269.969,105.18,0.9696,0.009486,0.12847,0.0325,0.08948,0.02295,0.5846,0.02642,0.2632,0.13413,0.02442,0.03516,1.72838,0.575,0.10715
2000-03-17,1464.47,393.74,19566.32,1658.601,1515.52,8763.27,855.57,5102.41,386.65,257.55,1185.05,711.403,115.881,362.759,271.019,105.2,0.9721,0.00937,0.12845,0.03258,0.0895,0.02296,0.5821,0.02637,0.2632,0.13449,0.02445,0.03516,1.72838,0.575,0.10742
2000-03-20,1456.63,397.39,19566.32,1699.248,1467.63,8536.05,850.51,5102.41,383.11,255.4,1186.53,711.924,115.837,363.061,270.798,105.15,0.9728,0.009408,0.12844,0.03247,0.08909,0.02294,0.5815,0.02632,0.2632,0.1344,0.02441,0.03518,1.72414,0.5757,0.10729
2000-03-21,1493.87,395.56,19602.36,1710.324,1450.52,9004.48,863.41,5133.24,385.46,253.12,1198.18,712.939,115.938,362.893,271.807,105.81,0.9615,0.009361,0.12844,0.03253,0.08913,0.02294,0.5815,0.02643,0.2632,0.13395,0.02442,0.03525,1.7211699999999999,0.5762,0.10755
2000-03-22,1500.64,396.33,19733.59,1720.446,1440.75,9069.39,882.43,5201.87,389.48,250.28,1186.98,713.138,115.686,362.421,272.658,106.04,0.961,0.009338,0.12844,0.03257,0.08925,0.02293,0.5839,0.02644,0.2632,0.13462,0.02447,0.03522,1.71072,0.5779,0.10787
2000-03-23,1527.35,394.0,19704.6,1747.241,1465.59,9533.87,867.62,5115.02,389.94,254.69,1204.03,714.909,116.009,362.315,273.014,105.23,0.9715,0.009322,0.12846,0.03263,0.09011,0.02295,0.5845,0.02654,0.2632,0.13426,0.02445,0.03526,1.71836,0.5817,0.10838
2000-03-24,1527.46,402.36,19958.08,1730.499,1471.19,9482.64,889.24,5141.42,389.93,259.51,1216.32,710.726,115.757,361.788,273.24,104.77,0.9779,0.009357,0.12847,0.03261,0.08945,0.02295,0.5827,0.02649,0.2632,0.13417,0.02445,0.03527,1.7138,0.5772,0.10846
2000-03-27,1523.86,402.37,20281.03,1775.914,1493.2,9807.57,886.71,5146.3,398.44,258.55,1228.05,711.106,115.696,361.857,273.039,105.3,0.9672,0.009365,0.12844,0.03268,0.08929,0.02293,0.583,0.02647,0.2632,0.1336,0.02445,0.03535,1.71512,0.5709,0.10902
2000-03-28,1507.73,403.56,20374.34,1791.441,1534.54,9856.6,891.29,5156.12,397.27,254.09,1198.39,711.876,115.919,360.996,272.465,105.53,0.9605,0.009448,0.12846,0.03279,0.08929,0.02293,0.5833,0.02646,0.2632,0.13218,0.02442,0.03535,1.71086,0.5737,0.10902
2000-03-29,1508.52,403.06,20706.65,1788.807,1509.7,9805.69,908.51,5102.46,395.25,251.09,1182.64,712.046,115.763,359.696,271.751,106.22,0.9514,0.009462,0.12844,0.03275,0.08941,0.02293,0.5826,0.02647,0.2632,0.13236,0.02444,0.03522,1.69506,0.5732,0.10756
2000-03-30,1487.92,391.66,20441.5,1810.984,1528.33,9931.94,889.95,5041.08,385.58,243.15,1155.9,715.996,116.024,358.654,269.545,105.47,0.9613,0.009482,0.12843,0.03281,0.08949,0.02293,0.582,0.02643,0.2632,0.13161,0.02436,0.03488,1.6952,0.5716,0.10756
2000-03-31,1498.58,394.1,20337.32,1800.225,1514.74,9854.95,860.94,5001.28,387.01,246.07,1158.28,717.686,116.876,358.4,270.15,105.44,0.9555,0.009728,0.12843,0.03286,0.08957,0.02293,0.5842,0.02643,0.2632,0.13192,0.02432,0.03489,1.69535,0.576,0.10813
2000-04-03,1505.97,386.99,20726.99,1801.003,1472.71,10050.43,846.44,5052.94,378.94,243.85,1139.42,719.225,116.483,358.543,269.385,105.54,0.9553,0.009541,0.12843,0.03284,0.08929,0.02292,0.5824,0.02649,0.2632,0.12956,0.0243,0.03476,1.69377,0.5744,0.10761
2000-04-04,1494.73,387.35,20594.93,1760.692,1472.71,10050.43,830.16,4691.46,377.07,245.13,1109.38,723.465,116.657,358.297,268.626,105.17,0.9596,0.00951,0.12843,0.03286,0.08925,0.02291,0.5824,0.02641,0.2632,0.13024,0.02427,0.0348,1.69262,0.5727,0.10712
2000-04-05,1487.37,377.52,20462.77,1771.199,1406.92,10186.17,830.16,4757.06,377.97,241.63,1114.41,722.205,116.978,357.876,267.144,105.29,0.9625,0.009535,0.12844,0.03282,0.08921,0.02291,0.5839,0.02632,0.2632,0.12845,0.02429,0.03483,1.69779,0.5721,0.10661
2000-04-06,1501.34,388.15,20223.61,1809.141,1466.76,9969.28,804.35,4866.73,384.34,247.46,1139.28,721.943,116.808,358.325,267.733,105.52,0.9584,0.009545,0.12842,0.03282,0.08933,0.02291,0.5832,0.0263,0.2632,0.12804,0.02432,0.03488,1.6909,0.5727,0.10689
2000-04-07,1516.35,393.39,20252.81,1819.896,1503.67,9921.03,837.38,5219.2,390.73,249.27,1162.98,724.526,116.857,358.961,268.66,105.97,0.9553,0.009491,0.12842,0.03283,0.09032,0.02291,0.5829,0.02633,0.2632,0.13046,0.02434,0.03491,1.68776,0.5744,0.10753
2000-04-10,1504.46,392.88,20619.06,1826.061,1509.66,10127.48,870.17,5442.86,389.16,252.3,1139.43,726.09,116.694,359.657,268.483,105.68,0.9627,0.009395,0.12842,0.03298,0.0901,0.02291,0.5821,0.0263,0.2632,0.13106,0.02432,0.03494,1.69219,0.5739,0.10699
2000-04-11,1500.59,384.96,20522.52,1821.174,1538.19,10068.05,855.05,5541.54,388.93,248.12,1118.09,722.697,116.385,359.338,267.769,105.94,0.9592,0.009348,0.12842,0.03298,0.09011,0.02289,0.5815,0.02627,0.2632,0.13114,0.02429,0.03492,1.6901899999999999,0.5734,0.10652
2000-04-12,1467.17,384.96,20833.21,1807.328,1530.5,9911.39,837.01,5426.82,391.41,249.84,1096.45,720.016,116.202,359.023,267.021,105.96,0.959,0.00945,0.12841,0.03294,0.09023,0.02289,0.5818,0.02625,0.2632,0.13114,0.02427,0.03503,1.68563,0.5692,0.10626
2000-04-13,1440.51,384.95,20526.42,1831.548,1511.27,9662.6,837.01,5172.13,397.7,247.74,1062.14,721.879,116.16,358.915,267.518,106.14,0.9524,0.009446,0.1284,0.03296,0.09037,0.0229,0.5829,0.02642,0.2632,0.13166,0.02429,0.03501,1.6823700000000001,0.561,0.10588
2000-04-14,1356.56,374.04,20434.68,1833.665,1596.99,9374.61,800.89,5172.13,401.9,245.1,1005.21,723.009,116.459,358.99,265.256,105.47,0.9622,0.009546,0.1284,0.03284,0.09,0.02289,0.5856,0.02639,0.2632,0.13149,0.02427,0.0351,1.68265,0.5596,0.10506
2000-04-17,1401.44,368.15,19008.64,1795.058,1469.62,8993.68,707.72,4880.71,373.35,226.34,993.0,719.478,116.453,358.717,264.478,106.13,0.9527,0.009563,0.1284,0.03272,0.08979,0.02289,0.5864,0.02635,0.2632,0.12978,0.02421,0.03464,1.6822300000000001,0.5618,0.10603
2000-04-18,1441.61,372.92,18969.52,1813.495,1625.95,9307.03,747.3,4745.47,374.56,222.0,1033.88,719.253,116.201,358.427,265.161,106.63,0.9453,0.009546,0.12839,0.03277,0.09006,0.02289,0.5887,0.02638,0.2632,0.12894,0.02424,0.03477,1.6742,0.5672,0.10629
2000-04-19,1427.47,378.87,19086.62,1828.71,1612.71,9104.4,755.08,4665.81,381.63,227.07,1004.16,722.055,116.194,359.006,263.753,107.13,0.9402,0.009537,0.1284,0.03266,0.09013,0.0229,0.5887,0.02632,0.2631,0.12738,0.02426,0.03494,1.67252,0.5634,0.1061
2000-04-20,1434.54,381.36,18959.32,1847.027,1599.2,9109.05,761.25,4657.42,384.17,229.59,1012.83,722.188,115.975,359.241,263.85,107.45,0.9374,0.009454,0.12839,0.03265,0.09017,0.02289,0.5894,0.02635,0.2632,0.12554,0.02425,0.03494,1.6669399999999999,0.5624,0.1063
2000-04-21,1434.54,381.36,18252.68,1841.064,1599.2,9120.48,767.16,4657.42,385.09,232.49,1012.83,722.188,115.975,359.241,263.85,107.45,0.9385,0.009453,0.12839,0.03276,0.09021,0.02288,0.589,0.02635,0.2632,0.12507,0.02418,0.03494,1.6625100000000002,0.5624,0.1063
2000-04-24,1429.86,381.36,18480.15,1837.398,1599.2,8808.09,747.58,4511.05,382.99,229.86,997.62,721.668,116.04,359.24,263.528,107.28,0.938,0.009453,0.12839,0.0327,0.09019,0.02289,0.5877,0.02632,0.2632,0.1265,0.02421,0.03502,1.6655600000000002,0.5577,0.10582
2000-04-25,1477.44,385.04,18272.33,1833.469,1620.91,8921.12,737.2,4533.99,381.96,230.16,1033.07,718.487,115.349,359.016,264.039,108.67,0.9208,0.0094,0.12838,0.0328,0.09023,0.02286,0.587,0.02624,0.2632,0.12578,0.0242,0.03509,1.6516899999999999,0.5587,0.10629
2000-04-26,1460.99,388.67,18134.31,1832.779,1603.59,8535.96,713.23,4792.95,385.71,233.05,1032.91,718.2,115.059,359.136,264.179,108.55,0.9235,0.00941,0.1284,0.03263,0.09024,0.02288,0.5863,0.02621,0.2631,0.12507,0.02418,0.0351,1.64582,0.5546,0.10627
2000-04-27,1464.92,385.97,18019.17,1806.83,1564.68,8541.95,692.07,4679.63,387.8,231.09,1034.85,715.04,114.455,358.538,262.989,109.57,0.9099,0.009393,0.1284,0.03256,0.09011,0.02288,0.586,0.02621,0.2632,0.12634,0.02418,0.03513,1.63827,0.5534,0.106
2000-04-28,1452.43,392.62,17973.7,1836.321,1573.45,8824.36,725.39,4657.55,387.93,237.19,1032.8,715.617,113.865,358.226,263.44,110.14,0.9119,0.009243,0.12838,0.03266,0.09011,0.02289,0.5858,0.02624,0.2632,0.12618,0.0242,0.03517,1.63506,0.5531,0.10644
2000-05-01,1468.25,392.62,18403.08,1836.321,1573.45,8777.35,725.39,4657.55,387.3,236.23,1036.09,715.287,113.583,358.255,263.657,109.63,0.9158,0.009195,0.12838,0.03266,0.09009,0.02289,0.5854,0.02621,0.2632,0.12523,0.02417,0.03517,1.63265,0.5531,0.10644
2000-05-02,1446.29,400.66,18439.36,1836.321,1602.15,8638.75,752.59,4372.22,383.13,241.5,1041.75,713.332,113.41,358.409,263.47,110.26,0.91,0.009221,0.12838,0.03261,0.0901,0.0229,0.5821,0.02608,0.2632,0.12445,0.02422,0.03517,1.6280000000000001,0.5543,0.10704
2000-05-03,1415.1,395.5,18439.36,1836.321,1560.47,8420.0,752.76,4335.29,381.44,238.08,1012.07,710.559,112.775,357.918,260.448,111.26,0.8948,0.009169,0.12837,0.03257,0.09009,0.02288,0.5815,0.026,0.2632,0.12507,0.02418,0.03521,1.61943,0.5507,0.10638
2000-05-04,1409.57,394.74,18439.36,1836.321,1575.93,8425.38,751.29,4553.92,378.08,232.84,1009.79,708.186,112.665,357.788,258.365,111.8,0.8895,0.009252,0.12837,0.03258,0.08998,0.02288,0.581,0.02591,0.2632,0.12515,0.02422,0.03522,1.61917,0.5522,0.10606
2000-05-05,1432.63,395.34,18439.36,1836.321,1575.53,8698.53,751.29,4693.88,379.03,232.71,1011.54,706.974,112.339,357.116,256.855,111.31,0.897,0.009208,0.12834,0.03263,0.08999,0.02291,0.5804,0.02596,0.2632,0.12547,0.02422,0.03521,1.61632,0.5549,0.10545
